,created_at,id,reply_to_id,coordinates,place,retweet_count,favorite_count,lang,source,is_quote_status,user_id,user_loc,verified,followers_count,friends_count,favourites_count,statuses_count,listed_count,user_created_at,screen_name,user_description,text,tweet category,2017 Pew Research Typology
7771,5/3/2021 9:47,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for Android,False,3141112620,,False,681,581,179197,166441,2,4/6/2015 4:58,sandratxpeach,,@JohnCornyn @DHSgov @POTUS The RVG needs you to pass @POTUS's  infrastructure bill then. Get to it!,,-4
6744,5/3/2021 17:28,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for iPhone,False,467424444,Japan,False,1090,984,19016,49594,5,1/18/2012 13:12,RichardGJP,,"@mhsheikh @DocConcerned @SeanTrende Amtrak has a proposed high speed line from Cheyenne WY to Pueblo CO that is going to cost around $2billion, if it is built, it could be in the infrastructure bill. I hope they’re going to make that up with revenue and also the cover the operating costs, but I’m a little skeptical",,-2
6225,5/3/2021 20:44,1390000000000000000,,,,7,0,en,Twitter for iPhone,False,764245819,"Texas, USA",False,337,220,92502,66437,1,8/17/2012 18:49,noangel5663,"retired school teacher, former straight laced Baptist-woke up to the hypocrisy, truth seeker",RT @FreedomWorks: ⚠️ American taxpayers already spend billions to subsidize electric vehicles that are mostly purchased by high-income earn…,,4
13481,4/30/2021 18:32,1390000000000000000,,,,748,0,en,Twitter for Android,False,334423683,"Texas, USA",False,2563,5002,21121,273053,600,7/13/2011 2:25,Crazygirlcandie,I believe we can go back to the happy life we had before 2016,"RT @TheRickyDavila: This morning, @MSNBC’s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi…",,-4
8290,5/3/2021 0:32,1390000000000000000,,,,376,0,en,Twitter Web App,True,152245980,,False,215,710,73264,47789,3,6/5/2010 13:21,Hummingbird1314,"🖐🖐🏿🖐🏾🖐🏻🖐🏽🖐🖐🏽🖐🏿🖐🏻🖐🏾
To the wrongs that need resistance, to the right that needs assistance, to the future in the distance - Carrie Chapman Catt","RT @atrupar: “In your state of Louisiana, the rate of child poverty is 25% ... 42% of residents in Louisiana do not have access to child ca…",,-2
8742,5/2/2021 20:58,1390000000000000000,,,,1,0,en,Twitter Web App,False,232250242,"Washington, DC",True,3298,1476,4081,17118,138,12/30/2010 16:56,KevinFreyTV,Washington Correspondent for @NY1 + Spectrum News | @GWtweets alum | History-buff | Part-time chorister | Kevin.Frey@charter.com,"What to make of @JoeBiden's first 100 days?

@AOC told me he's ""exceeded"" progressives' expectations. Calls the willingness to collaborate w/ progressives ""impressive.""

But she says the infrastructure bill will be ""a key indicator"" whether the WH is ""raising its ambitions."" @NY1 https://t.co/G9vuTSsk5a",,-4
10662,5/1/2021 22:30,1390000000000000000,,,,0,5,en,Hootsuite Inc.,False,64567972,"Portland, OR",False,4394,905,448,4613,165,8/11/2009 0:28,GorgeFriends,"Friends protects the beautiful Columbia River Gorge for future generations. Tweeted by Stan Hall, Digital Content Specialist at Friends.","The Wyden and Merkley provisions will authorize $250 million for tribal water infrastructure projects, and will make sure that Native American tribes most in need will be prioritized. 

https://t.co/AeToluOqxw

(2/2)",,-4
16395,4/30/2021 3:47,1390000000000000000,,,,2123,0,en,Twitter for Android,False,1365593641,U.S.A.,False,1161,2091,19953,32122,3,4/19/2013 22:59,ButchiesAZ,,"RT @mmpadellan: Republicans are against:
- The COVID Relief Bill
- $15 minimum wage
- Billionaires paying taxes
- Infrastructure
- Voting r…",,-4
486,5/6/2021 15:34,1390000000000000000,,,,11,0,en,Twitter for iPhone,False,21697637,"Tempe, Arizona",True,8045,905,4036,6840,218,2/23/2009 21:44,tempechamber,"We are committed to advocacy, connection, visibility on behalf of our more than 600 members. Learn more about becoming a member today. #TempeChamber",RT @USChamber: Our nation needs a durable bipartisan commitment and clear strategy from Congress to address critical #infrastructure modern…,,0
143,5/6/2021 18:12,1390000000000000000,,,,32,0,en,Twitter for iPhone,False,490021471,"Lawrence, KS",False,409,968,242005,157911,35,2/12/2012 4:27,DanaKelly7,,"RT @AnnArborForPete: .@SecretaryPete: ""Being against the jobs bill because it will help the climate is a bit like... being against a covid…",,-4
3945,5/4/2021 17:50,1390000000000000000,,,,12,0,en,Twitter for iPhone,True,711953,"Seattle, USA",False,291,355,8464,44330,12,1/27/2007 1:08,dtnelson,Local political guy. Delegate to '08 & '12 GOP Nat'l Conventions; Rules Committee 2012. Retired aeronautical engineer. Purdue alum. Always #NeverTrump,"RT @EsotericCD: Yeah I'll admit I am 100% okay with bribing people to get the damn vaccine, legal issues notwithstanding. That's a far bett…",,1
16597,4/30/2021 2:41,1390000000000000000,,,,34,0,en,Twitter Web App,False,21165918,Canada,False,1467,1414,76609,72558,34,2/18/2009 3:43,gin9909,"What will we learn today? Sharing knowledge on health, business start ups, science, tech +life. About me: music eclectic, coffee, chocolate, human rights","RT @MBellefontaine: From the news release: 

""If passed, Bill 64, the Public Lands Amendment Act, 2021, will enable the government to colle…",,-4
13970,4/30/2021 16:51,1390000000000000000,,,,176,0,en,Twitter for Android,False,588646883,The World,False,1675,1538,2756,5627,12,5/23/2012 23:06,ballmannsc,Gentleman about town.,"RT @MSNBC: .@SRuhle: ""According to US News &amp; World Report, West Virginia ranks 45th in education, 47th in health care, 48th on the economy,…",,-2
15523,4/30/2021 12:58,1390000000000000000,,,,5,0,en,Twitter for Android,False,998281856,Where the wild things are,False,3764,4344,109672,112052,9,12/9/2012 0:32,ZookeeperJones,"Keeper of the zoo, my wards are all loved equally. A very woke, angry and profane American grandma. #TheResistance #VoteOutGOP #VoteBlue 🆘️ #BLM",RT @PKFLRDA: U.S. Senate overwhelmingly passes $35 billion water infrastructure bill https://t.co/jeEzWbBSrl via @YahooNews - UPGRADE AGING…,,-4
5242,5/4/2021 4:30,1390000000000000000,1390000000000000000,,,0,2,en,Twitter for Android,False,2504880691,"Florida, USA",False,264,863,13102,1354,0,5/18/2014 16:11,kayt7072,"A lot of sarcasm, more than a little neurotic, overthinking my overthinking fueled by coffee.","@IMHO1969 @MidleAgeGambino @kylegriffin1 Well, considering that Republicans held both chambers and the presidency for two years and they kept promising an infrastructure plan, but never actually presented one or attempted to pass a bill for it...yeah, seems to actually be against infrastructure spending.",,-4
16189,4/30/2021 5:29,1390000000000000000,,,,203,0,en,Twitter for Android,False,48767241,"Lagos, Nigeria",False,2021,4915,32243,15544,41,6/19/2009 17:23,mkobalogun,"MD/CEO, Global Property & Facilities International Ltd Nigeria",RT @NBCNews: U.S. Senate overwhelmingly passes $35B bill to bolster states' water infrastructure in bipartisan 89-2 vote. https://t.co/M52S…,,-4
3732,5/4/2021 19:47,1390000000000000000,,,,96,0,en,Twitter for iPhone,False,22203881,,False,174,384,42195,53448,1,2/27/2009 23:06,chenbeg,"A little Consideration, a little Thought for Others, makes all the difference.","RT @SenMarkKelly: After years of drought, investing in our water infrastructure couldn't be more important for Arizona — especially in rura…",,-4
5588,5/4/2021 1:27,1390000000000000000,,,,98,0,en,Twitter for iPhone,False,223191566,Ohio,False,1604,1608,82612,36938,11,12/5/2010 17:30,birkirstin,"Nature Lover, Explorer, Adventurer, Proud to be American 🇺🇸 & Earthling, Pro-Democracy, Pro-Science, Pro-Education, Pro-Free Press, Pro-Environment ✌️♥️and🌲","RT @Janet4OH: Mitch Mcconnell has announced that NO REPUBLICANS WILL VOTE FOR THE INFRASTRUCTURE BILL because, well, I guess they think our…",,-4
11424,5/1/2021 15:05,1390000000000000000,1390000000000000000,,,0,2,en,Twitter for Android,False,34090250,"Midwest, United States",False,1108,4978,139908,64950,17,4/21/2009 23:31,supermod_l,Embrace your contradictions. You're only human. Seek justice. Love others. Strive to be better & do no harm but take no shit.,@JohnCornyn Glad to hear you will also be voting YES on the infrastructure and jobs bill! That's great! 😜,,-4
11022,5/1/2021 18:56,1390000000000000000,,,,84,0,en,Twitter for iPhone,True,15869080,DC/CO/SD,True,6797,1775,7488,854,100,8/16/2008 0:01,tankcat,"Proud @NRSC alum. Former Chief of Staff & CM for @SenCoryGardner. UCLA Bruins, San Diego Padres and whoever is playing the Chargers.",RT @mattdizwhitlock: “Vote for my giant ‘infrastructure’ bill or we’ll do it without you through reconciliation” is about as “my way or the…,,4
5356,5/4/2021 3:06,1390000000000000000,,,,0,1,en,SocialNewsDesk,False,19401084,"Wichita, Kansas",True,121363,462,5735,151575,874,1/23/2009 16:32,KAKEnews,"KAKE News On Your Side is the most powerful name in Kansas news. Breaking news, weather alerts and topics that impact you.",Kansas lawmakers lined up to sign on as co-sponsors of a new resolution urging congressional delegation to support one specific part of @POTUS's infrastructure bill that would pump $80 billion into the nation’s railways. @PPedrazaKAKE reports. https://t.co/HOsZVGqI07 #KAKEnews,,0
15986,4/30/2021 8:11,1390000000000000000,,,,2123,0,en,Twitter for iPhone,False,560323997,Virginia USA,False,3976,5001,196849,174279,77,4/22/2012 14:19,KathleenAFranck,"Feminist, #Resister, animal activist, embrace & seek laughter, lover of exceptional design, retired Design Prof, founder: Qatar Cat Coalition: TNR 4 feral cats","RT @mmpadellan: Republicans are against:
- The COVID Relief Bill
- $15 minimum wage
- Billionaires paying taxes
- Infrastructure
- Voting r…",,-4
6582,5/3/2021 18:16,1390000000000000000,,,,144,0,en,Twitter for iPad,False,2614144291,,False,21,72,17094,14946,0,7/9/2014 19:54,RKGrammy,Parent,"RT @Emma_Hurt: .@SenOssoff in Dalton today @QCELLS_NA, the largest solar panel manufacturer in the Western Hemisphere.

Calls the infrastru…",,-2
5793,5/3/2021 23:59,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for iPhone,False,2605046704,"Ashland, OH",False,242,602,10057,5445,2,6/13/2014 0:31,elliotgilfix,https://t.co/3WDxsIokB5,"@AP Even what Biden proposed was abysmally small. And the pathetic GOP wants to make the bill even smaller? Beyond deranged. Don’t these fascist creeps have another insurrection to focus on planning, instead of working so hard to keep our American infrastructure so terrible?",,-2
14401,4/30/2021 15:56,1390000000000000000,1390000000000000000,,,1,1,en,Twitter for iPhone,False,9144842,"New Orleans, LA",False,425,440,8966,12612,22,9/28/2007 15:27,jwolson,"new orleans is home, again","@SenBillCassidy Bill as we’ve seen over our adult lives, we can’t cut taxes on the very wealthy and “trickle down” to prosperity, either. We can blunt the worst effects of climate change, educate the next generation appropriately, and prepare our infrastructure for the future. #BuildBackBetter",,-4
12500,5/1/2021 0:45,1390000000000000000,,,,66,0,en,Twitter for iPhone,False,4568994033,"Rhode Island, United States",False,1929,420,502792,189252,0,12/22/2015 15:35,Lennondac,"Hopeful American...hoping we learn from our national nightmare...hoping we move forward toward racial, social & economic equity and justice for ALL Americans!","RT @dvillella: @RepGregPence @SBAgov You voted AGAINST the bill that provided this relief and now you're trying to take credit? 

Will you…",,-4
12,5/7/2021 13:25,1390000000000000000,,,,0,0,en,Twitter Web App,False,539290309,,False,896,1768,13484,19744,1,3/28/2012 18:51,pete1258,Just an average conservative American with opinions.,"How long before Biden, Pelosi, et. al., use the dismal April jobs report to push their disastrous infrastructure bill, claiming the numbers show that it's urgently needed?",,4
15267,4/30/2021 14:30,1390000000000000000,,,,2123,0,en,Twitter for iPhone,False,924149022,Nor Cal,False,275,1169,109158,67329,1,11/3/2012 22:29,vicleeA2,American female,"RT @mmpadellan: Republicans are against:
- The COVID Relief Bill
- $15 minimum wage
- Billionaires paying taxes
- Infrastructure
- Voting r…",,-4
15350,4/30/2021 14:04,1390000000000000000,,,,7,0,en,Twitter for iPhone,False,32530658,Tampa Bay,False,213,550,11177,11568,3,4/17/2009 19:20,mistermom44,"Interested in everything. the environment, Science  entertainment, health and  I’m  political Junkie Grandma, Mom & Wife! Interested in the World!","RT @DanielleCandela: @MarshaBlackburn I paid over $13,000.00 in taxes last year. 55 of the largest Fortune 500 companies paid $0.00. Presid…",,-2
7839,5/3/2021 6:56,1390000000000000000,,,,349,0,en,Twitter for iPad,False,191934632,Switzerland,False,15005,15203,101171,123073,383,9/17/2010 18:59,TegoArcanaDei,"Time travelling conspiracy Series - ""Eve Not Adam"" - available on website with links to his books - https://t.co/oDAzrvKQZJ - Not on FB.",RT @MsAvaArmstrong: The 2 Trillion dollar infrastructure bill only spends 5% on infrastructure.,,4
12428,5/1/2021 1:09,1390000000000000000,,,,66,0,en,Twitter for iPhone,False,217574712,Little town on the water,False,2382,4976,65607,195609,143,11/19/2010 22:24,TheLizbeth10,Retired MS principal-42 GREAT yrs. in public ed. Guardian ad Litem; mom;dog lover;fairness/equity freak. I question authority/still have my '70's ERA bracelet.,"RT @dvillella: @RepGregPence @SBAgov You voted AGAINST the bill that provided this relief and now you're trying to take credit? 

Will you…",,-4
4684,5/4/2021 12:52,1390000000000000000,,,"Place(_api=<tweepy.api.API object at 0x000002771CE9AA58>, id='a1a25de9f5efa69b', url='https://api.twitter.com/1.1/geo/id/a1a25de9f5efa69b.json', place_type='city', name='Eden Prairie', full_name='Eden Prairie, MN', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002771CE9AA58>, type='Polygon', coordinates=[[[-93.520913, 44.799239], [-93.397946, 44.799239], [-93.397946, 44.893162], [-93.520913, 44.893162]]]), attributes={})",2,1,en,Twitter for iPhone,False,36482317,,False,217,1187,45821,12001,2,4/29/2009 21:10,carolynbjones,"Hockey mom with 2 great kids, golfer when I can find time.  Tweets are mine and retweets are not necessarily endorsements.","Biden’s new “infrastructure” bill is just the Green New Deal repackaged as infrastructure. It also is filled with crony Capitalism that directs money to unionized companies and other Democratic donors, leaving out small business once again.",,4
7059,5/3/2021 15:30,1390000000000000000,,,,59,0,en,Twitter for iPhone,False,3931782256,,False,3025,4717,9430,15660,30,10/11/2015 22:47,EdmundWriter,Medical writer/editor branching out into children's books.,"RT @marwilliamson: 1/ McConnell says he’s open to an infrastructure bill that both sides agree on, but he’s not open to any change to the 2…",,-4
13436,4/30/2021 18:50,1390000000000000000,1390000000000000000,,,0,3,en,Twitter for Android,False,22670311,"Ohio, USA",False,1039,1039,95200,86174,30,3/3/2009 20:08,TySwift55,"Movie lover, Pop Culture fanatic, Boy Band aficionado. Former director of Sony Picture's UNCHARTED
@genanimation, @Snuffedpod @Breakdown_Pod","West Virginia ranks near dead last in Education, Healthcare, Infrastructure &amp; Economy and this guy chose to prioritize a bill to, in his mind, hurt 12 children specifically?! He should be forcibly dragged out of his office. What an absolute piece of shit human being.",,-4
12454,5/1/2021 1:01,1390000000000000000,,,,0,0,en,Twitter for iPhone,False,3217207797,"Gainesville, FL",False,1,1,151,6251,0,4/28/2015 13:54,EricaFomby,,"Good Afternoon.. .

Yahoo! News🔮
https://t.co/72bieETTiG

CBS News🔲
https://t.co/xQEcNoJsfk

#screenshotchallenge￼ https://t.co/YUgSkx8ZTH",,0
10151,5/2/2021 13:05,1390000000000000000,,,,0,0,en,Twitter for Android,False,1045608733,"Hamburg, Iowa",False,80,125,5685,4568,1,12/29/2012 18:14,SherylAMartinez,I'm me and that's all I want to be.,@JoeManchinWV being his normal Republican self on the infrastructure bill.,,-2
8732,5/2/2021 21:02,1390000000000000000,,,,39,0,en,Twitter for iPhone,False,3999192737,"Wisconsin, USA",False,949,2564,126767,54018,27,10/20/2015 3:38,HappyArt123,"Mom, Grandma. Former-Speech Therapist, Arts Nonprofit Founder and Executive Director, Fiber Artist, #VoteBiden:Harris",RT @flakingbaking: @TeachEsp @kaitlancollins 3/4 of the American people support the infrastructure bill but in @SenSusanCollins defense 100…,,-4
3456,5/4/2021 22:22,1390000000000000000,,,,306,0,en,Twitter Web App,False,7208242,,False,296,527,34803,28997,1,7/2/2007 15:36,clark789,Christian Burkean/Buckleyite conservative -- 12th generation American with ancestors who fought in every one of America's wars -- and I'll fight this one.,RT @FogCityMidge: BREAKING: Democrats exploring forcing massive immigration reform into INFRASTRUCTURE bill. 😮,,3
5137,5/4/2021 5:39,1390000000000000000,,,,202,0,en,Twitter for Android,False,2246391565,,False,70,102,63899,36321,0,12/15/2013 0:56,Maper2014,,RT @RepDLesko: Biden has already signed a nearly $2 trillion so-called “COVID-19 relief” bill. Now he’s pushing a $2 trillion “infrastructu…,,4
12029,5/1/2021 4:30,1390000000000000000,,,,396,0,en,Twitter for iPhone,False,605667542,,False,296,914,104752,76149,3,6/11/2012 19:11,VELO_2000M,Retired Park Ranger Beware of false knowledge; it is more dangerous than ignorance. --- George Bernard Shaw,"RT @MSNBC: .@SRuhle: ""According to US News &amp; World Report, West Virginia ranks 45th in education, 47th in health care, 48th on the economy,…",,-2
8749,5/2/2021 20:53,1390000000000000000,,,,54,0,en,Twitter for iPad,False,860660174,CO,False,730,2706,56338,227839,6,10/4/2012 1:37,zambrody37,"USAF brat. Love the US, US military, LEO's, US Constitution, Christians, Israel, families, the truth, horses, animals & my best friend, my husband, (Army Vet)!","RT @SheriffClarke: GOP congress had a chance to take care of this under President Trump. They never got Trump a bill.

Biden, Republicans S…",,-4
2403,5/5/2021 13:44,1390000000000000000,,,,3,4,en,TweetDeck,False,137733302,,False,1491,1154,1899,10827,87,4/27/2010 15:55,aagabor,"Latest book AFTER THE EDUCATION WARS out June 2018. Also Deming expert; Bloomberg Chair journalism dept. Baruch/CUNY. Systems view of education, biz etc. Mom","With half of school buildings in ""disrepair"", public schools desperately need the $100 b. earmarked in Biden's infrastructure bill. State audits can help to ensure the $$ goes where it's most needed. @dianeravitch @carolburris @leoniehaimson @Samuel_Abrams https://t.co/amDj6WJaOY",,-4
8535,5/2/2021 23:06,1390000000000000000,,,,39,0,en,Twitter for Android,False,2944889200,,False,392,864,152792,56680,6,12/27/2014 22:22,ExoticExpat,"Lover of life and all living things. Believer in human rights and equity in opportunity for all. I enjoy tennis, cricket and football.",RT @flakingbaking: @TeachEsp @kaitlancollins 3/4 of the American people support the infrastructure bill but in @SenSusanCollins defense 100…,,-4
5886,5/3/2021 23:22,1390000000000000000,,,,144,0,en,Twitter Web App,False,2879094561,"Here, There and Everywhere...",False,672,2328,283746,131201,16,11/16/2014 4:45,Addicted2Twiff,Reading is a discount ticket to everywhere. 	~ Mary Schmich,"RT @Emma_Hurt: .@SenOssoff in Dalton today @QCELLS_NA, the largest solar panel manufacturer in the Western Hemisphere.

Calls the infrastru…",,-2
9033,5/2/2021 18:46,1390000000000000000,,,,0,0,en,Twitter Web App,False,410965380,Stacking,False,704,784,234,17697,0,11/12/2011 20:27,layingloww,And I had to stay down to come up,@POTUS the people is in desperate need for help and the 4 stimulus should be included in the infrastructure bill then longer they wait the more people go into poverty,,-2
14091,4/30/2021 16:36,1390000000000000000,,,,176,0,en,Twitter Web App,False,2839398500,"Marion, IA",False,190,390,1035,58343,8,10/3/2014 22:11,hannon_bev,,"RT @MSNBC: .@SRuhle: ""According to US News &amp; World Report, West Virginia ranks 45th in education, 47th in health care, 48th on the economy,…",,-2
15746,4/30/2021 11:28,1390000000000000000,,,,29,0,en,Twitter for Android,True,419912835,"Manhattan, KS",False,1417,2465,218494,250312,18,11/23/2011 23:23,unclemuley,"US Army Vet, BSc. in Physics (KSU '91) A blue dot adrift in a cruel sea of red.","RT @dick_nixon: Ocasio-Cortez wants a $10 trillion infrastructure bill. She won't get it, and she knows that. But her people have a seat at…",,-2
7293,5/3/2021 14:37,1390000000000000000,,,,166,0,en,Twitter for iPhone,False,2159794280,,False,133,95,26014,28112,0,10/27/2013 23:08,TinaEillien,,RT @realTuckFrumper: Report: Joe Biden is Preparing to Pass Infrastructure Bill Without Republican Support https://t.co/Va0wrVnwo3,,4
201,5/6/2021 17:42,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for Android,False,2699191399,Republic of Texas,False,69,158,2320,8552,0,8/1/2014 20:50,jefe_is_back,"I lost part of my arm in a tragic noodling accident. I'm not left-handed anymore, so the world's a slightly better place.","@synagogue_goyb7 @triciamgop @thehill @AOC How much of this ""infrastructure"" bill goes to roads, bridges, airports though?",,1
12334,5/1/2021 1:39,1390000000000000000,,,,23,0,en,Twitter for Android,False,382563169,Ayrhead,False,1833,4575,397714,142172,33,9/30/2011 9:02,SometimeSpez,"Feminist Killjoy. Godless heathen.
In search of muchness.",RT @helpmeskeletor: If Bill Gates cared about lives in India rather than preserving IP he would use his vaunted foundation to fund the infr…,,-2
8177,5/3/2021 1:21,1390000000000000000,,,,349,0,en,Twitter for iPhone,False,1593451860,,False,114,335,39720,40871,2,7/14/2013 14:12,nancy76428101,,RT @MsAvaArmstrong: The 2 Trillion dollar infrastructure bill only spends 5% on infrastructure.,,4
14668,4/30/2021 15:27,1390000000000000000,,,,748,0,en,Twitter for iPhone,False,3452782035,,False,12,21,2910,3030,0,8/27/2015 1:45,Judi12456,,"RT @TheRickyDavila: This morning, @MSNBC’s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi…",,-4
2522,5/5/2021 12:12,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for Android,False,4533545592,,False,66,215,1968,4911,0,12/12/2015 1:47,StemsStuff,,"@nationalpost I'd be stressed too lost millions in I infrastructure money,so much corruption to cover up,defending a bill that takes Canadians free speech away,promising I think total since last March must be a billion vaccines not delivering on promise... https://t.co/kxCgdvP1s8",,4
13796,4/30/2021 17:24,1390000000000000000,,,,0,0,en,Twitter Web App,False,20421141,Mother Earth,False,2565,4908,54136,32516,372,2/9/2009 7:08,fordoers,Concerned Global Citizen. #resist,"Republicans are furious that President Biden proposes to help Americans. If only the infrastructure bill included more harm - child detention centers, seal clubbing, lead pipes, and hospital closures - then the soulless band of #GOP ghouls would be all in. #BuildBackBetter #Jobs https://t.co/IR3DU85Wg6",,-4
4643,5/4/2021 13:12,1390000000000000000,,,,11,0,en,Twitter Web App,False,879381176,,False,149,1506,133081,3503,6,10/14/2012 5:18,LeoCheMingChang,,"RT @garyblack00: Key drivers of $TSLA near term:
- 10-yr Treas ylds/inflation
- NTSB prelim report on TX crash
- Biden infrastructure bill/…",,0
8888,5/2/2021 19:43,1390000000000000000,,,,496,0,en,Twitter for iPhone,False,4268670072,,False,14,169,10598,3039,0,11/17/2015 14:53,mjg10285,,"RT @DearAuntCrabby: Repub Politicians are such idiots
An Infrastructure Bill would NOT ONLY create construction jobs. It would also mean:
E…",,-4
5940,5/3/2021 22:45,1390000000000000000,,,,0,2,en,Twitter for iPhone,False,379480698,,False,45,176,2088,11664,1,9/25/2011 1:41,vero_nicaaaaaa,Let me be great,"You know what gets Alex and I super excited? When our electricity usage on our SMUD bill is under $35. 

The rest is fees like infrastructure and shit. But man oh man, what a rush 

This is 30 and being a homeowner",,0
8081,5/3/2021 2:17,1390000000000000000,1390000000000000000,,,0,1,en,Twitter for iPhone,False,60746411,"Seattle, WA",False,184,863,10691,6604,9,7/27/2009 23:37,hautaulogy,"Programmer, PNW rock climber, Good Things Liker https://t.co/iBINkpOYzS","@SRuhle Lots of folks getting justifiably mad at the notion that couples earning 500k can’t afford a tax increase. But your thread is also ignoring deficit spending entirely, which the infrastructure bill will probably lean into.

Somebody just wants to throw “taxes bad” in the air...",,2
15245,4/30/2021 14:37,1390000000000000000,,,,145,0,en,Twitter for Android,False,70130563,"iPhone: 35.848959,-78.692313",False,2225,4426,100574,311884,115,8/30/2009 14:31,dabrams2021,"atty, avid hockey fan esp. Canes; offshore fishing fanatic; also that guy whose last name the great @minter pronounced correctly at PNC Arena.","RT @MSNBC: .@SRuhle: ""According to US News &amp; World Report, West Virginia ranks 45th in education, 47th in health care, 48th on the economy,…",,-2
3906,5/4/2021 18:06,1390000000000000000,,,,96,0,en,Twitter for Android,False,365614431,,False,324,178,152960,111667,1,8/31/2011 18:47,trinicouz,,"RT @SenMarkKelly: After years of drought, investing in our water infrastructure couldn't be more important for Arizona — especially in rura…",,-4
11479,5/1/2021 14:24,1390000000000000000,,,,256,0,en,Twitter for Android,False,57818605,Virginia and North Carolina,False,500,924,91528,71208,1,7/18/2009 1:40,evyeniad,"Luv DMB & Siberian Husky's and Bengal's 
 Also everybody stand up and Resist! #Twitterphilanthropist","RT @SenWarren: People in Massachusetts and across the country deserve safe drinking water free of lead, PFAS, and other dangerous pollutant…",,-4
13289,4/30/2021 19:37,1390000000000000000,,,,748,0,en,Twitter Web App,False,50612643,"Illinois, USA",False,3449,3768,145192,129977,1,6/25/2009 10:47,sammynick,"divorced mom of a great young man; un-shackled spirit and no time for fuckery. alt acct: @thatssammyifyo1, just in case. 😉 wysiwyg. #FuckDomesticTerrorists","RT @TheRickyDavila: This morning, @MSNBC’s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi…",,-4
4884,5/4/2021 11:13,1390000000000000000,,,,0,2,en,Twitter Web App,False,44660449,"Washington, DC",False,31985,2031,4591,32614,577,6/4/2009 16:56,MasonMornings,"SiriusXM 124 brings you Julie Mason Mornings, 6-9am ET or anytime on the SXM app.","We always learn a lot when @bresreports joins @juliemason @MasonMornings - 7:10 AM east on latest @PunchbowlNews :  Liz Cheney replacement, Biden infrastructure bill, critical moment on pandemic. Listen SiriusXM 124.",,0
3374,5/4/2021 22:47,1390000000000000000,,,,306,0,en,Twitter for iPhone,False,1363055732,"los angeles, ca",False,145,718,858,13602,0,4/18/2013 22:36,lchav1,,RT @FogCityMidge: BREAKING: Democrats exploring forcing massive immigration reform into INFRASTRUCTURE bill. 😮,,3
7108,5/3/2021 15:19,1390000000000000000,,,,59,0,en,Twitter for iPhone,False,3310830398,"California, USA",False,2525,3139,143615,116708,35,8/9/2015 19:07,cclovephd,e pluribus unum or Nah? #ClimateCrisis #BLM #WhereAreTheChildren? #GunReformNow #VotingRights,"RT @marwilliamson: 1/ McConnell says he’s open to an infrastructure bill that both sides agree on, but he’s not open to any change to the 2…",,4
13778,4/30/2021 17:25,1390000000000000000,1390000000000000000,,,0,0,en,Twitter Web App,False,34888416,SFL,False,195,1027,12434,5726,1,4/24/2009 9:33,barry1levine,"He/Him
Sapiosexual

Ezkiel 23:20 NIV
There she lusted after her lovers, whose genitals were like those of donkeys and whose emission was like that of horses.","@NanHayworth Not a disaster, it's actually great and I hope there's more to come, like the infrastructure bill.",,-4
6472,5/3/2021 18:52,1390000000000000000,,,,202,0,en,Twitter for Android,False,205081071,"North Carolina, New York",False,274,789,39698,35035,2,10/20/2010 3:20,teegee56,Photographer of 40+ years.,RT @RepDLesko: Biden has already signed a nearly $2 trillion so-called “COVID-19 relief” bill. Now he’s pushing a $2 trillion “infrastructu…,,4
4378,5/4/2021 14:59,1390000000000000000,,,,1,4,en,Twitter Web App,False,14788044,Earth,False,732,5004,36859,5191,14,5/15/2008 16:18,mannybreno,"Let’s create a better world for all. My views, my own. He/Him/Él. #Equity #Community #PeoplePlanetFirst #DisarmHate #Humanity #Sustainability","#SB285 will be heard today at 1:30PM in Growth &amp; Infrastructure. This bill is changing the driving laws to try &amp; increase bicyclist safety &amp; requires that any RTC project that receives Complete Streets funding must include bike lanes

#nvleg @BikeWashoe @RTCWashoe @SCToiyabe",,-4
9680,5/2/2021 15:31,1390000000000000000,,,,0,0,en,Twitter Web App,False,55101525,,False,21,104,18293,3049,0,7/9/2009 1:40,vagdad,,Cecelia Rouse for the President's Council of Economic Advisors made a terrible case for the infrastructure bill on Fox New Sunday. The only saving grace is the mediocre performance of Senator Bill Cassidy. Learn more from Julie Mason and her guests than any Sunday show.,,-4
12603,5/1/2021 0:15,1390000000000000000,,,,396,0,en,Twitter Web App,False,2986394735,NYC,False,1185,470,1833,33457,19,1/19/2015 21:29,CherryActs,I liked to be called by my nickname Cherry. @DaytimeEmmys award winner for playing Brenda on @AFtheSeries. Host of my own interview show @sundayswcherry.,"RT @MSNBC: .@SRuhle: ""According to US News &amp; World Report, West Virginia ranks 45th in education, 47th in health care, 48th on the economy,…",,-2
