,created_at,id,reply_to_id,coordinates,place,retweet_count,favorite_count,lang,source,is_quote_status,user_id,user_loc,verified,followers_count,friends_count,favourites_count,statuses_count,listed_count,user_created_at,screen_name,user_description,text,tweet category
15042,4/30/2021 14:58,1390000000000000000,,,,748,0,en,Twitter Web App,False,28924498,Illinois,False,296,612,83504,34796,11,4/5/2009 2:40,TriciaTNK,Retired small company VP. Active stock trader.,rt this morning s stephanie ruhle destroyed gqp bigoted gov jim justice over the anti trans bill banning trans chi,
4005,5/4/2021 17:24,1390000000000000000,,,,5,0,en,Twitter for iPhone,False,18605029,"Saint Helena, CA, USA",False,118,1231,11362,9632,2,1/4/2009 16:34,liskelly,retired naturalist (monitoring Western Snowy Plovers),rt the measure the drinking water and wastewater infrastructure act of would put billion toward state water infras,
12804,4/30/2021 22:41,1390000000000000000,1390000000000000000,,,0,1,en,Twitter for iPhone,False,587044589,"Baltimore, MD",False,381,385,26795,15594,0,5/22/2012 1:40,b_coats48,WVU,specific to copper would you really refer to this current level as cyclical demand from increased ev production renewable energy and the infrastructure bill should provide sustained pressure,
1771,5/5/2021 20:18,1390000000000000000,,,,1,1,en,SocialNewsDesk,False,20574361,"Astoria, Oregon",False,5833,336,17,27975,309,2/11/2009 6:08,DailyAstorian,The Columbia-Pacific's newspaper since 1873 | Published Tues-Thurs-Sat print | always online,port of astoria wants to include pier fix in infrastructure bill,
3534,5/4/2021 21:41,1390000000000000000,,,,1,0,en,Twitter for iPhone,False,1609275470,"Kansas, USA",False,12611,13700,89009,146386,34,7/20/2013 23:41,BJCollins131,"Dreamer of Dreams, Thinker of Thoughts, Doer of Deeds. Fortune Favors The Bold. Not buying anything, Not selling anything. No DMs. #Bitcoin #Ethereum #Crypto",rt commodore now why does this sound familiar got it president obama s mere b infrastruc,
14715,4/30/2021 15:22,1390000000000000000,,,,748,0,en,Twitter for Android,False,360191649,,False,1931,4999,210234,136219,120,8/22/2011 20:50,LindaBerghoff,"Art/Museum Educator for Academic Programs, Arts Management/Gallery/Curator. Love everything about art & culture and of course Italian food.",rt this morning s stephanie ruhle destroyed gqp bigoted gov jim justice over the anti trans bill banning trans chi,
11647,5/1/2021 12:41,1390000000000000000,,,,103,0,en,Twitter for Android,False,1900718299,"Scranton, PA",False,109,215,17279,22062,1,9/24/2013 14:37,eden22766,"Married, large family",rt according to us news world report west virginia ranks th in education th in health care th on the economy,
7676,5/3/2021 11:53,1390000000000000000,,,,166,0,en,Twitter for Android,False,1514683364,United States,False,8818,9134,38017,20023,8,6/13/2013 22:57,_Chris_Payne_,"Trump4prison  #resistor
proud father, #IBEW union electrician, and 
animal lover
           gamer tag: Taelven",rt report joe biden is preparing to pass infrastructure bill without republican support,
13438,4/30/2021 18:48,1390000000000000000,,,,27,0,en,Twitter for iPhone,False,996132774,South Dakota,False,489,206,147446,76100,5,12/8/2012 0:23,Boots4ACowGirl,"Native American, Odawa/Mdewakanton. BA from University of Sioux Falls, Horse Owner, hence 3 Paints & A Pickup Truck.",rt tells that president joe biden is right on message tying jobs to climate change the kind of clim,
2223,5/5/2021 15:19,1390000000000000000,,,,0,2,en,Twitter Web App,False,1651895300,Austin,False,1047,403,992,553,11,8/7/2013 3:13,Aurigo_Software,Aurigo Software is America's leading provider of cloud-based capital program and project portfolio management software for infrastructure owners.,we are two weeks from our webinar where industry experts share their thoughts on the bill and how agencies can better prepare for this historic investment in our nation s infrastructure register today buildbackbetter infrastructurebill cloud saas,
16443,4/30/2021 3:31,1390000000000000000,,,,2123,0,en,Twitter for iPhone,False,142375232,,False,16,159,5408,781,2,5/10/2010 18:29,s_teran,,rt republicans are against the covid relief bill minimum wage billionaires paying taxes infrastructure voting r,
11725,5/1/2021 12:05,1390000000000000000,,,,103,0,en,Twitter Web App,False,107454854,,False,39,1134,4408,5564,0,1/22/2010 16:24,jilljacobsonckd,"Certified Kitchen Designer, Painter, Believer in Science.",rt according to us news world report west virginia ranks th in education th in health care th on the economy,
16559,4/30/2021 2:49,1390000000000000000,,,,203,0,en,Twitter for Android,False,314295655,EVERYWHERE INCLUDING NOWHERE!!,False,1682,4997,125105,174689,478,6/10/2011 1:11,BreatheLove75,#RETWEETS are not necessarily endorsements,rt u s senate overwhelmingly passes b bill to bolster states water infrastructure in bipartisan vote,
13788,4/30/2021 17:25,1390000000000000000,,,,203,0,en,Twitter Web App,False,26824556,FLORIDUH,False,49128,47517,175411,88454,20,3/26/2009 19:19,koolkaryn,"Madness takes its toll, 
Please have exact change!
#ResisterSister 💟
#StrongerTogether 💕
#BLM
#NinersFaithful ❤️
#AlwaysFollowBack 😎",rt u s senate overwhelmingly passes b bill to bolster states water infrastructure in bipartisan vote,
13428,4/30/2021 18:53,1390000000000000000,,,,748,0,en,Twitter for Android,False,380664031,,False,11621,10152,964937,790891,450,9/27/2011 1:11,Jamestoupin,"Actor, writer, director in the theatre community for the past 37 years. #Resistance #Resist",rt this morning s stephanie ruhle destroyed gqp bigoted gov jim justice over the anti trans bill banning trans chi,
6650,5/3/2021 17:55,1390000000000000000,,,,0,0,en,Twitter for Android,False,4626824774,"Mississippi, USA",False,17,153,16703,272,1,12/22/2015 1:48,Grubblenub,"he/him
yoyo I'm the dude who don't do nothing",are going to let mcconnell bully them out of supporting a bill that would help mississippians get to work and allow our timber industry to ship product out better biden s infrastructure bill will help the everyday mississippian and help our economy,
4441,5/4/2021 14:36,1390000000000000000,,,,5,0,en,Twitter Web App,False,296757022,"Washington, D.C.",False,909,1832,1259,4504,59,5/11/2011 10:45,ErinDurkin2,Health care reporter for @nationaljournal and a Baltimore native. Previously a reporter for @InHealthPolicy. Email tips at edurkin@nationaljournal.com.,rt i m going to use whatever vehicle i can to get this done says of hr dems signature drug pricing bill,
2870,5/5/2021 2:37,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for Android,False,382000285,Samson,False,61,145,4571,5223,0,9/29/2011 9:46,alika672000,,converting our public transportation to electric is one of the best ways we can create jobs modernize our crumbling infrastructure and fight the climate crisis that s why and i have a big new bill the buildgreen act,
5721,5/4/2021 0:29,1390000000000000000,,,,0,0,en,SocialFlow,False,16426346,"Nashville, TN",True,201303,1285,16275,223394,1580,9/23/2008 22:10,WKRN,"Local Coverage You Can Count On. WKRN-TV is the ABC affiliate in Nashville, Tennessee. Be sure to 'like' us on Facebook at https://t.co/p5t7Gnobqt.",senator hagerty battens down president biden s infrastructure bill during quarry visit,
16353,4/30/2021 4:03,1390000000000000000,,,,316,0,en,Twitter for iPad,False,2963417238,"Waterloo, Ontario Canada",False,1170,2542,52689,63483,29,1/7/2015 16:48,TerryPolevoy,"Call me a secular humanist quackbuster up here in the frozen north, and I will buy all of you a coffee and a donut at any Tim Hortons.",rt the senate overwhelmingly voted on thursday to authorize billion to improve the nation s water infrastructure boost exist,
14558,4/30/2021 15:37,1390000000000000000,,,,748,0,en,Twitter Web App,False,3317726955,"St. Catharines, Ontario",False,701,1534,57007,32836,1,6/10/2015 19:05,terryb600,"71yr Grampa 
March 30, 1949
Karate, Hold'em Poker,  BlueJays Fan  
GO JAYS GO, 
Love Las Vegas, 🎰🎲
Vegas Golden Knights😍
🥅🏒",rt this morning s stephanie ruhle destroyed gqp bigoted gov jim justice over the anti trans bill banning trans chi,
10589,5/1/2021 23:39,1390000000000000000,1390000000000000000,,,0,1,en,Twitter for iPhone,False,735801379,"South Carolina, USA",False,2055,2360,13897,8066,3,8/4/2012 0:41,CindyMickler,"Resister. Blue g’ma living in a red, red state. Vote Biden & flip the Senate. Great Pyrenees, Agnes, rescue kitty, Ethel.",curious are you supporting infrastructure bill if not sit down,
9550,5/2/2021 16:09,1390000000000000000,,,,376,0,en,Twitter for iPhone,True,36205037,LA SF NYC DC İST,False,2303,5000,15851,88629,91,4/28/2009 22:51,erkanguntore,"Turkish 🇹🇷🇺🇸American Forum Communication Specialist Business Developer, Travelist Entrepreneur Producer Director Media TV Photo 🎥 Film Sat OTT Streaming",rt in your state of louisiana the rate of child poverty is of residents in louisiana do not have access to child ca,
5458,5/4/2021 2:04,1390000000000000000,,,,7,0,en,Twitter for iPhone,False,767000000000000000,,False,632,578,62266,131649,0,8/21/2016 16:09,Lisacpc1,"I was born in America, but my citizenship is in Heaven. 👑🏃🏼‍♀️ “For me to live is Christ and to die is gain” (Philippians 1:21).",rt president joe biden is vowing to work with republicans on his infrastructure bill but democrats also signaled that th,
11663,5/1/2021 12:30,1390000000000000000,,,,103,0,en,Twitter for iPhone,False,2653960925,Houston,False,597,1324,70033,16279,0,6/29/2014 18:29,llkrome,"Wife, mother of TCK girls, Women’s Marcher, JHU grad, tech writer, screenwriter, now working on a history-mystery novel (she/her) #BLM Lifelong Dem INFP",rt according to us news world report west virginia ranks th in education th in health care th on the economy,
8848,5/2/2021 20:04,1390000000000000000,,,,1,0,en,Twitter for iPhone,False,37924398,Seattle,False,5058,1667,11219,8388,190,5/5/2009 13:37,margaretomara,"Prof @UWHist. Author, most recently THE CODE (@penguinpress). Writing @nytopinion & more. Mom, dog person. She/her. In-house Idea Man: @jeffomara.",rt what piece of president biden s sweeping infrastructure bill will have the biggest effect on tech s private sector broadband,
16601,4/30/2021 2:40,1390000000000000000,,,,0,0,en,Twitter Web App,False,805089864,Arizona,False,885,2633,35997,123306,51,9/5/2012 18:05,azcourier,#ActOnClimate #GetMoneyOut #GunSense #PeopleOverPolitics #UniteBlue Vote D!,senate passes bipartisan b water infrastructure bill the two no votes were sens ted cruz r texas and mike lee r utah,
6099,5/3/2021 21:26,1390000000000000000,,,,33,0,en,Twitter for iPhone,False,3397578645,"Massachusetts, USA",False,12263,10695,108435,53913,16,7/31/2015 19:57,ThisWooly,"Mom of 4,Systems engineer, bartender,Sci FI,Gryffindor, animal ❤️r. BLM, LGBTQ ally, no dating DMs pls, #ONEV1, #Z20, #SWIFTJOE, #SWATT, #FAM46",rt did moscowmitch just say joemanchin will not back biden on t infrastructure bill just sayin time to vote ma,
5769,5/4/2021 0:09,1390000000000000000,,,,24,0,en,Twitter for iPhone,False,2251426208,West Michigan,False,583,4598,37134,21072,5,12/18/2013 4:48,rn_vanderploeg,"Mom, RN, #MSOgang",rt when will joe biden s administration effectively be over in may when joe manchin kills hr s votin,
5226,5/4/2021 4:38,1390000000000000000,,,,144,0,en,Twitter for iPhone,False,501241794,,False,52,179,11440,7548,1,2/23/2012 23:20,MNwokeji,,rt hurt in dalton today na the largest solar panel manufacturer in the western hemisphere calls the infrastru,
13858,4/30/2021 17:12,1390000000000000000,,,,29,0,en,Twitter Web App,False,89690079,st tropez fr / ft lauderdale,False,116,145,70,51666,5,11/13/2009 12:40,michaelf1222,from rhode island been working on boats in med 15yrs,rt senate overwhelmingly approves billion bipartisan water infrastructure bill,
16445,4/30/2021 3:31,1390000000000000000,,,,25,0,en,Twitter for iPhone,False,707287199,,False,71,577,130605,42111,0,10/10/2013 2:37,Lmcc317Linda,,rt u s senate overwhelmingly passes b bill to bolster states water infrastructure in bipartisan vote,
10946,5/1/2021 19:45,1390000000000000000,,,,94,0,en,Twitter for Android,False,329807538,"Texas, USA",False,5771,5904,421422,216901,10,7/5/2011 17:08,Happy2BNana,🌊I am the person who believes we were granted free will by God and WE are responsible for OUR choices. #TheResistance #FlipItBlue #LoveTrumpsHate. NO LISTS!,rt rep james clyburn the price tag of the infrastructure bill is big but the cost of not doing it is much mush bigger ms,
7113,5/3/2021 15:18,1390000000000000000,,,,59,338,en,Twitter for iPhone,False,21522338,,True,2827438,609,6438,33228,7386,2/21/2009 22:19,marwilliamson,"Author of A RETURN TO LOVE, A POLITICS OF LOVE, activist, founder of @projangelfood, @peacealliance and host of The Marianne Williamson Podcast. https://t.co/o3GtFheZ5Z",mcconnell says he s open to an infrastructure bill that both sides agree on but he s not open to any change to the tax cut that gave of every dollar to the richest corporations and individuals,
11023,5/1/2021 18:56,1390000000000000000,,,,6,0,en,Twitter for iPad,False,2310100879,Texas,False,491,1208,38263,20930,4,1/25/2014 14:05,BFSMan45,"Retired NASA computer nerd, amateur photographer, volunteer park ranger, pop-pop",rt that damn has ended the war in afghanistan shut down the border wall project passed the biggest child welfare bill t,
2839,5/5/2021 3:01,1390000000000000000,,,,306,0,en,Twitter for iPhone,False,3973800617,,False,268,1861,22426,13606,0,10/16/2015 18:13,willowapollo,,rt breaking democrats exploring forcing massive immigration reform into infrastructure bill,
11158,5/1/2021 17:36,1390000000000000000,,,,94,0,en,Twitter Web App,False,169523589,"Mulberry, FL",False,1091,364,6579,11505,9,7/22/2010 15:04,JeeJeePetGifts,"B.A History (Syracuse U.),  Armchair Psychologist, love animals especially dogs, sometimes goofy, passionate about democracy, BLM, happy artist on line.",rt rep james clyburn the price tag of the infrastructure bill is big but the cost of not doing it is much mush bigger ms,
6617,5/3/2021 18:05,1390000000000000000,,,,1119,0,en,Twitter for Android,False,233837156,"Houston, TX",False,162,488,2333,672,1,1/4/2011 6:43,gelus1snvme,"Just a Southside of Chicago girl, living my life and looking great while I do it.",rt converting our public transportation to electric is one of the best ways we can create jobs modernize our crumbling infrast,
7001,5/3/2021 15:44,1390000000000000000,1390000000000000000,,,0,8,en,Twitter for Android,False,347361900,Leaning left down south.,False,18,40,783,1257,0,8/2/2011 17:44,ChiantiAndFava,,so now you support the infrastructure bill i ll let president biden know,
6810,5/3/2021 16:58,1390000000000000000,1390000000000000000,,,0,0,en,Twitter Web App,False,938000000000000000,"North Carolina, USA",False,2791,2345,250851,40590,19,12/6/2017 14:40,shillito_ray,"Expert (@BASFAg), been doing #biotechnology for ever, #Golf, Proud #Parent and #Grandparent, #Gardener, #Toastmaster , #AgVocate and views +opinions are my own.",support s infrastructure bill of course repug don t want rural internet it would decrease the effectiveness of fox propaganda,
1320,5/6/2021 0:54,1390000000000000000,,,,0,0,en,Typepad,False,7477882,New Jersey,False,1468,1788,7,72839,56,7/14/2007 22:32,CNBNEWSNET,Publisher/Editor  Emeritus Gloucester City News/Camden County Record. Editor of CNBnews,brotschol calls on sherrill to cut fat from biden s trillion tax and spend infrastructure bill,
16225,4/30/2021 4:58,1390000000000000000,,,,61,0,en,Twitter for iPhone,False,1411014164,s.e. tn,False,316,650,11238,10569,0,5/7/2013 19:17,donnagrape56,"I’m a survivor, into the(+) in life. #NOHATE member LBGTQIA we can be stronger together, Equality for all.  ✝️🌈🇺🇸#BLM @JHF DEMS👍. NO DMs no vote suppression",rt u s senate overwhelmingly passes b bill to bolster states water infrastructure in bipartisan vote,
8520,5/2/2021 23:12,1390000000000000000,,,,1,0,en,Twitter for iPhone,False,512549711,Florida Keys,False,6486,6908,50027,83921,51,3/2/2012 23:14,mfbirk,"Christian, Father & GF, Retired Marine, Conservative, GMU Grad, Neanderthal God bless USA #Trump2024 #BlueLivesMatter IFBP #BuildtheWall #JesusIsLord",rt have you seen our deficit how to pay for that plus the infrastructure bill that is around infrastructure,
8546,5/2/2021 23:02,1390000000000000000,,,,29,0,en,Twitter for iPhone,False,17479269,Detroit,False,385,1000,19300,22448,11,11/19/2008 3:46,paddlebearer,Retired Union Ironworker/ Doctor of Steel Surgery/ Raconteur,rt no matter where you live in michigan you deserve access to safe and clean drinking water i was proud to help pass criti,
15467,4/30/2021 13:20,1390000000000000000,,,,0,0,en,Twitter Web App,False,4858459385,"North Carolina, USA",False,226,615,85,299,3,1/28/2016 20:40,i2m_llc,"Simple, Fast, Effective.

We are i2M (Innovation to Market): Created to accelerate innovative technologies to the market on behalf of MANN+HUMMEL.",sen brad hawkins bill passes to establish cost parity between fuel cell and battery electric vehicles this decade s pilot project will see the ramp up of hydrogen fuel cell infrastructure yearsmannhummel,
4918,5/4/2021 10:45,1390000000000000000,,,"Place(_api=<tweepy.api.API object at 0x000002771CE9AA58>, id='2a93711775303f90', url='https://api.twitter.com/1.1/geo/id/2a93711775303f90.json', place_type='city', name='Milwaukee', full_name='Milwaukee, WI', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002771CE9AA58>, type='Polygon', coordinates=[[[-88.070827, 42.920822], [-87.863758, 42.920822], [-87.863758, 43.1926225], [-88.070827, 43.1926225]]]), attributes={})",3,8,en,Twitter for iPhone,False,379865345,"Milwaukee, WI",True,5102,1057,10513,7033,43,9/25/2011 17:55,AmeliaJonesTV,"Reporter at @fox6now, Instagram: @jones__amelia | @MarquetteU Alum, #RaisedRoyal in #ChiefsKingdom | Self-proclaimed sauce boss",official schedule for the pm tour of the clean energy labs at pm roundtable discussion where she is expected to talk about the infrastructure bill pm back to dc the vp will be joined by state rep christine sinicki during her visit,
8880,5/2/2021 19:49,1390000000000000000,,,,43,0,en,Twitter for iPhone,False,351390177,WASH DC,False,241,476,83804,48254,0,8/9/2011 5:28,DcircleF,Proud husband and daddy. Lifetime runner. Handy to have around the house. Student of history.,rt a lot of lies and distortions are told about biden s infrastructure and job plan and for the slightly obsessive among us th,
13733,4/30/2021 17:36,1390000000000000000,,,,748,0,en,Twitter for iPhone,False,96196635,,False,2769,2743,38725,102518,16,12/11/2009 20:08,larivergirl,“True peace is not merely the absence of war. It is the presence of justice”. #Resist I don’t follow celebrities. If I like what you have to say I will retweet.,rt this morning s stephanie ruhle destroyed gqp bigoted gov jim justice over the anti trans bill banning trans chi,
12463,5/1/2021 0:57,1390000000000000000,,,,396,0,en,Twitter Web App,False,436866160,"None, Piemonte",False,660,717,12630,174153,169,12/14/2011 17:38,PKOPEC17,,rt according to us news world report west virginia ranks th in education th in health care th on the economy,
9688,5/2/2021 15:28,1390000000000000000,,,,18,0,en,Twitter for iPad,False,51590281,FifthHouseSun.net,False,863,211,45104,341759,99,6/27/2009 23:30,FifthHouseSun,Strategist. Core advice: Always think long-term. Always listen to your heart. Stay open. Expanding beauty requires courage. That's what makes it fun.,rt just read great idea in commentary in nytimes any red state whose senators don t vote for the infrastru,
6668,5/3/2021 17:49,1390000000000000000,,,,2,0,en,Twitter Web App,False,1376710387,Worldwide,False,221,5000,56,7193,0,4/24/2013 10:27,VictorDanets,,rt pres biden is asking congress to spend an additional trillion on separate education and infrastructure bills the,
7318,5/3/2021 14:30,1390000000000000000,,,,4,20,en,Twitter for Android,True,872124787,Ottawa,False,4206,1575,6152,18497,158,10/10/2012 16:40,EScrimshaw,"Political Writer @UnscriptedScrim | Sports Enthusiast | Once Described As 'Right, But Being A Dick About It'",there is an infrastructure bill that the gop could offer the white house the votes for where the white house at least has to consider it maybe m maybe m something in that range this gop counteroffer will end up like the covid package,
15335,4/30/2021 14:09,1390000000000000000,,,,34,0,en,Twitter for Android,False,3177180895,,False,72,877,1587,719,0,4/26/2015 23:01,KreegerEric,i may not be perfect... but I am me.... take it or leave it,rt in his first days has proposed more than t in new spending tax hikes t stimulus bill t,
14605,4/30/2021 15:33,1390000000000000000,,,,256,0,en,Twitter for Android,False,118557374,Tucson,False,192,725,104948,56865,4,3/1/2010 2:09,DesertGorilla,"BEARDOWN /A\
Arizona Wildcats, Cardinals, DiamondBacks, Coyotes...No Suns until they rep the entire state of AZ",rt people in massachusetts and across the country deserve safe drinking water free of lead pfas and other dangerous pollutant,
12516,5/1/2021 0:39,1390000000000000000,,,,16,0,en,Twitter Web App,False,107667199,,False,2150,2322,444801,299503,3,1/23/2010 9:20,stablegeniusinc,"UC Santa Cruz alumna. A citizen deeply concerned about Trump, the GOP who enable him, and his blind followers. (Wheat painting by @LesleyFriedmann).",rt ohio gov mike dewine i think there s a truly bipartisan bill to be had here i don t think there s any doubt that we ve neg,
454,5/6/2021 15:48,1390000000000000000,,,,32,0,en,Twitter for iPhone,False,1614169976,,False,1940,4991,214174,87632,36,7/23/2013 2:30,MarkOfTheRedX,"Live Larger, Dream Bigger,  & Completely Shatter Expectations! ;o)",rt being against the jobs bill because it will help the climate is a bit like being against a covid,
3486,5/4/2021 22:17,1390000000000000000,,,,1,1,en,Twitter for iPad,True,15762281,Feels like another planet,False,46,137,537,1242,0,8/7/2008 11:46,gellie,The wine 🍷 in my cellar is not going to drink itself.,if cheney or want to stick it to they can just vote for infrastructure bill i m sure they can deal something for their constituents,
